,frontalpole-lh,frontalpole-rh,fusiform-lh,fusiform-rh,isthmuscingulate-rh,parahippocampal-lh,parahippocampal-rh,rostralanteriorcingulate-rh
frontalpole-lh,0.51338199513382,0.25060827250608275,0.0,0.0,0.0,0.0,0.0,0.2360097323600973
frontalpole-rh,0.3153153153153153,0.35135135135135137,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
fusiform-lh,0.0,0.0,0.21690140845070421,0.14929577464788732,0.21971830985915494,0.21971830985915494,0.19436619718309858,0.0
fusiform-rh,0.0,0.0,0.15759312320916904,0.22636103151862463,0.22922636103151864,0.15759312320916904,0.22922636103151864,0.0
isthmuscingulate-rh,0.0,0.0,0.17647058823529413,0.17873303167420815,0.2420814479638009,0.18778280542986425,0.2149321266968326,0.0
parahippocampal-lh,0.0,0.0,0.20698924731182797,0.1424731182795699,0.21774193548387097,0.24731182795698925,0.18548387096774194,0.0
parahippocampal-rh,0.0,0.0,0.17233009708737865,0.19174757281553398,0.23300970873786409,0.17233009708737865,0.23058252427184467,0.0
rostralanteriorcingulate-rh,0.2911764705882353,0.3323529411764706,0.0,0.0,0.0,0.0,0.0,0.3764705882352941
