,P3,Oz,O2,P5,PO3,PO4,PO8,AF8
P3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P5,0.0,0.0,0.0,0.32989690721649484,0.32989690721649484,0.0,0.0,0.3402061855670103
PO3,0.0,0.0,0.0,0.32978723404255317,0.32978723404255317,0.0,0.0,0.3404255319148936
PO4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.308411214953271,0.29906542056074764,0.0,0.0,0.3925233644859813
