,P3,Oz,O2,P5,PO3,PO4,PO8,AF8
P3,0.5813953488372093,0.0,0.0,0.0,0.0,0.0,0.0,0.4186046511627907
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
PO3,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
PO4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.5066666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.49333333333333335
