,entorhinal-lh,frontalpole-lh,insula-rh,lateralorbitofrontal-lh,lateralorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-rh
entorhinal-lh,0.5795795795795796,0.0,0.12312312312312312,0.057057057057057055,0.18018018018018017,0.021021021021021023,0.015015015015015015,0.024024024024024024
frontalpole-lh,0.0,0.4105793450881612,0.05793450881612091,0.10579345088161209,0.027707808564231738,0.14105793450881612,0.1309823677581864,0.12594458438287154
insula-rh,0.04596273291925466,0.03354037267080745,0.1937888198757764,0.16273291925465838,0.17515527950310558,0.12049689440993788,0.11677018633540373,0.1515527950310559
lateralorbitofrontal-lh,0.017899761336515514,0.05489260143198091,0.14916467780429593,0.19212410501193317,0.13126491646778043,0.15393794749403342,0.13842482100238662,0.162291169451074
lateralorbitofrontal-rh,0.07077326343381389,0.01703800786369594,0.19003931847968544,0.15203145478374835,0.21100917431192662,0.10615989515072084,0.10222804718217562,0.15072083879423329
rostralanteriorcingulate-lh,0.005249343832020997,0.07874015748031496,0.1220472440944882,0.16141732283464566,0.1010498687664042,0.19816272965879264,0.18110236220472442,0.15223097112860892
rostralanteriorcingulate-rh,0.0038560411311053984,0.07197943444730077,0.11568123393316196,0.14138817480719795,0.09511568123393316,0.17480719794344474,0.2506426735218509,0.14652956298200515
temporalpole-rh,0.004944375772558714,0.06674907292954264,0.14585908529048208,0.16563658838071693,0.13473423980222496,0.14585908529048208,0.1433868974042027,0.19283065512978986
