,Fp1,Fp2,AF7,AF3,AFz,F1,F5,AF8
Fp1,0.18181818181818182,0.0,0.0,0.0,0.2727272727272727,0.0,0.2727272727272727,0.2727272727272727
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.06451612903225806,0.0,0.0,0.0,0.6451612903225806,0.0,0.16129032258064516,0.12903225806451613
F1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F5,0.125,0.0,0.0,0.0,0.3125,0.0,0.3125,0.25
AF8,0.125,0.0,0.0,0.0,0.3125,0.0,0.3125,0.25
