,Fp1,F8,Fp2,AF7,AF3,POz,CPz,AF4
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.256198347107438,0.0,0.0,0.2727272727272727,0.2809917355371901,0.19008264462809918,0.0
Fp2,0.0,0.0,0.3235294117647059,0.35294117647058826,0.0,0.0,0.0,0.3235294117647059
AF7,0.0,0.0,0.2727272727272727,0.4772727272727273,0.0,0.0,0.0,0.25
AF3,0.0,0.25984251968503935,0.0,0.0,0.2755905511811024,0.28346456692913385,0.18110236220472442,0.0
POz,0.0,0.25984251968503935,0.0,0.0,0.2755905511811024,0.28346456692913385,0.18110236220472442,0.0
CPz,0.0,0.25555555555555554,0.0,0.0,0.25555555555555554,0.25555555555555554,0.23333333333333334,0.0
AF4,0.0,0.0,0.3125,0.375,0.0,0.0,0.0,0.3125
