,FT9,FT10,F8,Fp2,POz,CPz,AF8,AF4
FT9,0.4,0.1411764705882353,0.011764705882352941,0.43529411764705883,0.0,0.0,0.011764705882352941,0.0
FT10,0.35135135135135137,0.2972972972972973,0.0,0.35135135135135137,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.28095238095238095,0.0,0.22857142857142856,0.24285714285714285,0.22380952380952382,0.023809523809523808
Fp2,0.3627450980392157,0.11764705882352941,0.00980392156862745,0.5,0.0,0.0,0.00980392156862745,0.0
POz,0.0,0.0,0.25396825396825395,0.0,0.23809523809523808,0.24867724867724866,0.2328042328042328,0.026455026455026454
CPz,0.0,0.0,0.25773195876288657,0.0,0.23711340206185566,0.24742268041237114,0.23195876288659795,0.02577319587628866
AF8,0.0,0.0,0.2538860103626943,0.0,0.23834196891191708,0.24870466321243523,0.23316062176165803,0.025906735751295335
AF4,0.0,0.0,0.20833333333333334,0.0,0.20833333333333334,0.20833333333333334,0.20833333333333334,0.16666666666666666
