,bankssts-rh,caudalanteriorcingulate-lh,frontalpole-rh,isthmuscingulate-rh,medialorbitofrontal-rh,paracentral-lh,parahippocampal-rh,rostralanteriorcingulate-rh
bankssts-rh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
caudalanteriorcingulate-lh,0.0,0.6583242655059848,0.0,0.01958650707290533,0.20674646354733406,0.0,0.0,0.11534276387377584
frontalpole-rh,0.0,0.0,0.5748898678414097,0.0,0.28634361233480177,0.0,0.13876651982378854,0.0
isthmuscingulate-rh,0.0,0.02849002849002849,0.0,0.6310541310541311,0.05270655270655271,0.0,0.2094017094017094,0.07834757834757834
medialorbitofrontal-rh,0.0,0.1871345029239766,0.1267056530214425,0.0341130604288499,0.580896686159844,0.0,0.0,0.07115009746588694
paracentral-lh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
parahippocampal-rh,0.0,0.0,0.09118086696562033,0.22869955156950672,0.0,0.0,0.6651718983557549,0.014947683109118086
rostralanteriorcingulate-rh,0.0,0.1697530864197531,0.0,0.08179012345679013,0.11265432098765432,0.0,0.012345679012345678,0.6234567901234568
