,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parsopercularis-lh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-lh,superiorfrontal-rh,superiorparietal-rh
caudalmiddlefrontal-lh,0.31543624161073824,0.053691275167785234,0.0,0.0,0.08053691275167785,0.12751677852348994,0.2483221476510067,0.174496644295302
caudalmiddlefrontal-rh,0.1111111111111111,0.4027777777777778,0.1111111111111111,0.0,0.1527777777777778,0.06944444444444445,0.08333333333333333,0.06944444444444445
parsopercularis-lh,0.0,0.19047619047619047,0.6190476190476191,0.0,0.19047619047619047,0.0,0.0,0.0
rostralmiddlefrontal-lh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
rostralmiddlefrontal-rh,0.14457831325301204,0.13253012048192772,0.07228915662650602,0.0,0.37349397590361444,0.0,0.14457831325301204,0.13253012048192772
superiorfrontal-lh,0.2375,0.0875,0.0,0.0,0.0,0.2375,0.2125,0.225
superiorfrontal-rh,0.26277372262773724,0.058394160583941604,0.0,0.0,0.08759124087591241,0.11678832116788321,0.30656934306569344,0.1678832116788321
superiorparietal-rh,0.22123893805309736,0.061946902654867256,0.0,0.0,0.07964601769911504,0.1504424778761062,0.21238938053097345,0.2743362831858407
