,F7,FT9,FT10,Fp2,AF3,AFz,AF8,AF4
F7,0.49333333333333335,0.0,0.0,0.04666666666666667,0.0,0.46,0.0,0.0
FT9,0.0,0.49612403100775193,0.5038759689922481,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.4744525547445255,0.5255474452554745,0.0,0.0,0.0,0.0,0.0
Fp2,0.34782608695652173,0.0,0.0,0.30434782608695654,0.0,0.34782608695652173,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.4768211920529801,0.0,0.0,0.046357615894039736,0.0,0.4768211920529801,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
