,Fp1,F7,FT9,Fp2,AF3,AFz,AF8,AF4
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.0,0.0,0.0,0.0,0.0,0.5104166666666666,0.4895833333333333,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.49,0.51,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
