,F7,FT9,FT10,Fp2,AF3,AFz,AF8,AF4
F7,0.25,0.0,0.0,0.25,0.0,0.5,0.0,0.0
FT9,0.0,0.5663716814159292,0.4336283185840708,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.5051546391752577,0.4948453608247423,0.0,0.0,0.0,0.0,0.0
Fp2,0.25,0.0,0.0,0.25,0.0,0.5,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.125,0.0,0.0,0.125,0.0,0.75,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
