,Fp1,F3,FT10,Fp2,AFz,F1,AF4,F2
Fp1,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0
F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.5,0.0,0.0,0.40425531914893614,0.0,0.09574468085106383
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0
F1,0.0,0.0,0.4523809523809524,0.0,0.0,0.44047619047619047,0.0,0.10714285714285714
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F2,0.0,0.0,0.34615384615384615,0.0,0.0,0.34615384615384615,0.0,0.3076923076923077
