,frontalpole-lh,frontalpole-rh,lingual-lh,medialorbitofrontal-rh,parahippocampal-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-rh
frontalpole-lh,0.1829787234042553,0.17872340425531916,0.05106382978723404,0.16595744680851063,0.05531914893617021,0.1702127659574468,0.1829787234042553,0.01276595744680851
frontalpole-rh,0.09347826086956522,0.20652173913043478,0.05652173913043478,0.1782608695652174,0.05,0.1934782608695652,0.19782608695652174,0.02391304347826087
lingual-lh,0.03690036900369004,0.08856088560885608,0.3985239852398524,0.06642066420664207,0.23247232472324722,0.08856088560885608,0.07749077490774908,0.01107011070110701
medialorbitofrontal-rh,0.07961165048543689,0.170873786407767,0.038834951456310676,0.23689320388349513,0.05436893203883495,0.1669902912621359,0.22135922330097088,0.031067961165048542
parahippocampal-lh,0.04498269896193772,0.08650519031141868,0.22145328719723184,0.08996539792387544,0.32525951557093424,0.0657439446366782,0.10034602076124567,0.0657439446366782
rostralanteriorcingulate-lh,0.08260869565217391,0.1826086956521739,0.05434782608695652,0.16956521739130434,0.03695652173913044,0.2565217391304348,0.1934782608695652,0.02391304347826087
rostralanteriorcingulate-rh,0.08637236084452975,0.18042226487523993,0.044145873320537425,0.2034548944337812,0.05758157389635317,0.18042226487523993,0.22648752399232247,0.02111324376199616
temporalpole-rh,0.02564102564102564,0.06666666666666667,0.0,0.09230769230769231,0.08717948717948718,0.06666666666666667,0.06666666666666667,0.5948717948717949
