,caudalanteriorcingulate-rh,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-lh,parsorbitalis-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh
caudalanteriorcingulate-rh,0.5507246376811594,0.0,0.0,0.10144927536231885,0.028985507246376812,0.13768115942028986,0.11594202898550725,0.06521739130434782
frontalpole-lh,0.0,0.3744075829383886,0.0947867298578199,0.0995260663507109,0.018957345971563982,0.0947867298578199,0.1990521327014218,0.11848341232227488
frontalpole-rh,0.0,0.10784313725490197,0.5980392156862745,0.058823529411764705,0.0,0.07352941176470588,0.11764705882352941,0.04411764705882353
lateralorbitofrontal-lh,0.03007518796992481,0.09022556390977443,0.03007518796992481,0.3684210526315789,0.05263157894736842,0.17293233082706766,0.06390977443609022,0.19172932330827067
parsorbitalis-lh,0.0,0.03550295857988166,0.011834319526627219,0.07692307692307693,0.6390532544378699,0.07100591715976332,0.07100591715976332,0.09467455621301775
rostralanteriorcingulate-lh,0.045112781954887216,0.10150375939849623,0.06390977443609022,0.17669172932330826,0.05263157894736842,0.33458646616541354,0.09774436090225563,0.12781954887218044
rostralanteriorcingulate-rh,0.058333333333333334,0.17083333333333334,0.0875,0.05,0.03333333333333333,0.08333333333333333,0.3958333333333333,0.12083333333333333
temporalpole-lh,0.012875536480686695,0.11158798283261803,0.030042918454935622,0.18025751072961374,0.06866952789699571,0.12875536480686695,0.15021459227467812,0.31759656652360513
