,caudalanteriorcingulate-lh,entorhinal-rh,inferiortemporal-rh,insula-rh,parahippocampal-rh,parsopercularis-rh,temporalpole-rh,transversetemporal-rh
caudalanteriorcingulate-lh,0.7441860465116279,0.0,0.029069767441860465,0.05813953488372093,0.05813953488372093,0.05232558139534884,0.0,0.05813953488372093
entorhinal-rh,0.0,0.7211538461538461,0.03365384615384615,0.0,0.019230769230769232,0.0,0.21153846153846154,0.014423076923076924
inferiortemporal-rh,0.01856763925729443,0.013262599469496022,0.3952254641909814,0.20689655172413793,0.1273209549071618,0.08222811671087533,0.0,0.15649867374005305
insula-rh,0.021333333333333333,0.0,0.216,0.34933333333333333,0.048,0.20533333333333334,0.0,0.16
parahippocampal-rh,0.03289473684210526,0.013157894736842105,0.14802631578947367,0.07236842105263158,0.4243421052631579,0.11513157894736842,0.009868421052631578,0.18421052631578946
parsopercularis-rh,0.019498607242339833,0.0,0.09192200557103064,0.233983286908078,0.08635097493036212,0.37047353760445684,0.0,0.1977715877437326
temporalpole-rh,0.0,0.20765027322404372,0.0,0.0,0.01639344262295082,0.0,0.7486338797814208,0.0273224043715847
transversetemporal-rh,0.023474178403755867,0.002347417840375587,0.15258215962441316,0.1643192488262911,0.13615023474178403,0.176056338028169,0.007042253521126761,0.3380281690140845
