,frontalpole-lh,frontalpole-rh,parahippocampal-rh,parsopercularis-rh,parsorbitalis-rh,rostralanteriorcingulate-rh,rostralmiddlefrontal-lh,temporalpole-rh
frontalpole-lh,0.5303030303030303,0.15151515151515152,0.09090909090909091,0.0,0.22727272727272727,0.0,0.0,0.0
frontalpole-rh,0.14084507042253522,0.5774647887323944,0.1267605633802817,0.035211267605633804,0.11971830985915492,0.0,0.0,0.0
parahippocampal-rh,0.15555555555555556,0.2,0.5555555555555556,0.0,0.08888888888888889,0.0,0.0,0.0
parsopercularis-rh,0.0,0.08333333333333333,0.0,0.6833333333333333,0.18333333333333332,0.016666666666666666,0.0,0.03333333333333333
parsorbitalis-rh,0.19852941176470587,0.13970588235294118,0.04411764705882353,0.09558823529411764,0.5220588235294118,0.0,0.0,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
rostralmiddlefrontal-lh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
