,frontalpole-rh,inferiortemporal-rh,insula-rh,parahippocampal-rh,parsopercularis-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh
frontalpole-rh,0.5662650602409639,0.0,0.04819277108433735,0.0,0.0,0.060240963855421686,0.3253012048192771,0.0
inferiortemporal-rh,0.0,0.5074626865671642,0.014925373134328358,0.47761194029850745,0.0,0.0,0.0,0.0
insula-rh,0.06818181818181818,0.045454545454545456,0.8295454545454546,0.056818181818181816,0.0,0.0,0.0,0.0
parahippocampal-rh,0.0,0.460431654676259,0.02877697841726619,0.5107913669064749,0.0,0.0,0.0,0.0
parsopercularis-lh,0.0,0.0,0.0,0.0,0.975,0.0,0.0,0.025
rostralanteriorcingulate-lh,0.046153846153846156,0.0,0.0,0.0,0.0,0.7076923076923077,0.24615384615384617,0.0
rostralanteriorcingulate-rh,0.21904761904761905,0.0,0.0,0.0,0.0,0.11428571428571428,0.6666666666666666,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.05454545454545454,0.0,0.0,0.9454545454545454
