,FT9,CP5,CP2,FC6,F4,F8,CPz,F6
FT9,0.34782608695652173,0.13043478260869565,0.0,0.43478260869565216,0.0,0.0,0.0,0.08695652173913043
CP5,0.3076923076923077,0.23076923076923078,0.0,0.3076923076923077,0.0,0.0,0.0,0.15384615384615385
CP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC6,0.34615384615384615,0.11538461538461539,0.0,0.46153846153846156,0.0,0.0,0.0,0.07692307692307693
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0
CPz,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0
F6,0.2727272727272727,0.2727272727272727,0.0,0.2727272727272727,0.0,0.0,0.0,0.18181818181818182
