,FC5,T7,TP9,FT10,FC6,F4,C6,AF4
FC5,0.3076923076923077,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.358974358974359
T7,0.20634920634920634,0.38095238095238093,0.0,0.0,0.0,0.0,0.0,0.4126984126984127
TP9,0.0,0.0,0.4533333333333333,0.4266666666666667,0.12,0.0,0.0,0.0
FT10,0.0,0.0,0.4507042253521127,0.4225352112676056,0.1267605633802817,0.0,0.0,0.0
FC6,0.0,0.0,0.34615384615384615,0.34615384615384615,0.3076923076923077,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF4,0.17333333333333334,0.3466666666666667,0.0,0.0,0.0,0.0,0.0,0.48
