,CP5,Pz,P3,P8,C5,POz,CPz,TP8
CP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3,0.0,0.0,0.3728813559322034,0.1694915254237288,0.22033898305084745,0.22033898305084745,0.0,0.01694915254237288
P8,0.0,0.0,0.25,0.22727272727272727,0.25,0.25,0.0,0.022727272727272728
C5,0.0,0.0,0.24,0.2,0.28,0.26,0.0,0.02
POz,0.0,0.0,0.24,0.2,0.28,0.26,0.0,0.02
CPz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP8,0.0,0.0,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.0,0.1111111111111111
