,Fp1,FT9,T8,F8,AF7,F1,FT8,AF8
Fp1,0.4090909090909091,0.15151515151515152,0.0,0.0,0.18181818181818182,0.0,0.0,0.25757575757575757
FT9,0.20512820512820512,0.3333333333333333,0.0,0.0,0.3076923076923077,0.0,0.0,0.15384615384615385
T8,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.22448979591836735,0.2857142857142857,0.0,0.0,0.30612244897959184,0.0,0.0,0.1836734693877551
F1,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0
FT8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.34615384615384615,0.15384615384615385,0.0,0.0,0.19230769230769232,0.0,0.0,0.3076923076923077
