,caudalanteriorcingulate-rh,entorhinal-rh,fusiform-rh,inferiortemporal-lh,lingual-rh,middletemporal-lh,parahippocampal-lh,parahippocampal-rh
caudalanteriorcingulate-rh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
entorhinal-rh,0.0,0.6206896551724138,0.20689655172413793,0.0,0.08045977011494253,0.0,0.0,0.09195402298850575
fusiform-rh,0.0,0.10714285714285714,0.44642857142857145,0.0,0.10714285714285714,0.0,0.0,0.3392857142857143
inferiortemporal-lh,0.0,0.0,0.0,0.5882352941176471,0.0,0.0,0.4117647058823529,0.0
lingual-rh,0.0,0.09411764705882353,0.18823529411764706,0.0,0.4470588235294118,0.0,0.011764705882352941,0.25882352941176473
middletemporal-lh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
parahippocampal-lh,0.0,0.0,0.0,0.36507936507936506,0.047619047619047616,0.015873015873015872,0.5396825396825397,0.031746031746031744
parahippocampal-rh,0.0,0.029850746268656716,0.29850746268656714,0.0,0.1791044776119403,0.0,0.0,0.4925373134328358
