,Fp1,F3,FC5,Fp2,AF7,F1,FC3,AF8
Fp1,0.4230769230769231,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.41025641025641024
F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.34210526315789475,0.0,0.0,0.3157894736842105,0.0,0.0,0.0,0.34210526315789475
AF7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
F1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.40963855421686746,0.0,0.0,0.1566265060240964,0.0,0.0,0.0,0.43373493975903615
