,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,superiorfrontal-rh,superiortemporal-rh,supramarginal-lh,supramarginal-rh
caudalmiddlefrontal-rh,0.2073732718894009,0.0967741935483871,0.0,0.10138248847926268,0.21658986175115208,0.1152073732718894,0.1382488479262673,0.12442396313364056
inferiorparietal-rh,0.10679611650485436,0.22815533980582525,0.11650485436893204,0.06796116504854369,0.10679611650485436,0.18446601941747573,0.07766990291262135,0.11165048543689321
parsopercularis-lh,0.008064516129032258,0.20967741935483872,0.4435483870967742,0.008064516129032258,0.03225806451612903,0.24193548387096775,0.008064516129032258,0.04838709677419355
parstriangularis-rh,0.16666666666666666,0.10416666666666667,0.0,0.1527777777777778,0.16666666666666666,0.1388888888888889,0.16666666666666666,0.10416666666666667
superiorfrontal-rh,0.189873417721519,0.08860759493670886,0.016877637130801686,0.09282700421940929,0.22784810126582278,0.12236286919831224,0.12658227848101267,0.1350210970464135
superiortemporal-rh,0.10843373493975904,0.1606425702811245,0.11646586345381527,0.08032128514056225,0.12048192771084337,0.22088353413654618,0.08835341365461848,0.10441767068273092
supramarginal-lh,0.17647058823529413,0.1,0.0,0.12941176470588237,0.18823529411764706,0.12941176470588237,0.17647058823529413,0.1
supramarginal-rh,0.14772727272727273,0.13068181818181818,0.03977272727272727,0.07954545454545454,0.17045454545454544,0.1534090909090909,0.09090909090909091,0.1875
