,caudalmiddlefrontal-lh,inferiorparietal-rh,postcentral-rh,precentral-lh,rostralmiddlefrontal-rh,superiorfrontal-lh,supramarginal-lh,supramarginal-rh
caudalmiddlefrontal-lh,0.14219474497681608,0.12210200927357033,0.12828438948995363,0.11591962905718702,0.125193199381762,0.13446676970633695,0.09428129829984544,0.1375579598145286
inferiorparietal-rh,0.1291390728476821,0.1291390728476821,0.1291390728476821,0.12417218543046357,0.1291390728476821,0.1291390728476821,0.10099337748344371,0.1291390728476821
postcentral-rh,0.13141025641025642,0.1266025641025641,0.13141025641025642,0.1201923076923077,0.12980769230769232,0.13141025641025642,0.09775641025641026,0.13141025641025642
precentral-lh,0.12802768166089964,0.12802768166089964,0.12802768166089964,0.12629757785467127,0.12802768166089964,0.12802768166089964,0.10553633217993079,0.12802768166089964
rostralmiddlefrontal-rh,0.13008130081300814,0.12845528455284552,0.13008130081300814,0.12195121951219512,0.13008130081300814,0.13008130081300814,0.0991869918699187,0.13008130081300814
superiorfrontal-lh,0.13500784929356358,0.12401883830455258,0.130298273155416,0.11773940345368916,0.1271585557299843,0.13500784929356358,0.09576138147566719,0.13500784929356358
supramarginal-lh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
supramarginal-rh,0.13707165109034267,0.12305295950155763,0.1292834890965732,0.11682242990654206,0.1261682242990654,0.13551401869158877,0.09501557632398754,0.13707165109034267
