,caudalmiddlefrontal-lh,inferiorparietal-rh,postcentral-rh,precentral-lh,rostralmiddlefrontal-rh,superiorfrontal-lh,superiortemporal-lh,supramarginal-rh
caudalmiddlefrontal-lh,0.14335664335664336,0.11363636363636363,0.12762237762237763,0.10314685314685315,0.1346153846153846,0.1381118881118881,0.09615384615384616,0.14335664335664336
inferiorparietal-rh,0.12903225806451613,0.12701612903225806,0.12701612903225806,0.11895161290322581,0.12903225806451613,0.12903225806451613,0.11088709677419355,0.12903225806451613
postcentral-rh,0.13382899628252787,0.120817843866171,0.13197026022304834,0.10966542750929369,0.13382899628252787,0.13382899628252787,0.10223048327137546,0.13382899628252787
precentral-lh,0.12581344902386118,0.12581344902386118,0.12581344902386118,0.12581344902386118,0.12581344902386118,0.12581344902386118,0.1193058568329718,0.12581344902386118
rostralmiddlefrontal-rh,0.1366906474820144,0.11690647482014388,0.13129496402877697,0.10611510791366907,0.1366906474820144,0.1366906474820144,0.09892086330935251,0.1366906474820144
superiorfrontal-lh,0.13854351687388988,0.11545293072824156,0.12966252220248667,0.10479573712255773,0.13676731793960922,0.13854351687388988,0.09769094138543517,0.13854351687388988
superiortemporal-lh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
supramarginal-rh,0.14210526315789473,0.11403508771929824,0.1280701754385965,0.10350877192982456,0.13508771929824562,0.13859649122807016,0.09649122807017543,0.14210526315789473
