,bankssts-lh,caudalanteriorcingulate-lh,entorhinal-rh,insula-rh,parahippocampal-lh,parsopercularis-rh,parsorbitalis-rh,transversetemporal-lh
bankssts-lh,0.4489795918367347,0.0,0.14285714285714285,0.0,0.08163265306122448,0.0,0.0,0.32653061224489793
caudalanteriorcingulate-lh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
entorhinal-rh,0.14754098360655737,0.0,0.4426229508196721,0.0,0.0,0.22950819672131148,0.08196721311475409,0.09836065573770492
insula-rh,0.0,0.0,0.046511627906976744,0.6046511627906976,0.0,0.0,0.3488372093023256,0.0
parahippocampal-lh,0.05,0.0,0.0,0.0,0.7,0.075,0.0,0.175
parsopercularis-rh,0.0,0.0,0.34285714285714286,0.0,0.14285714285714285,0.5142857142857142,0.0,0.0
parsorbitalis-rh,0.05,0.0,0.175,0.325,0.0,0.0,0.45,0.0
transversetemporal-lh,0.30434782608695654,0.0,0.08695652173913043,0.0,0.1956521739130435,0.0,0.0,0.41304347826086957
