,frontalpole-rh,fusiform-rh,medialorbitofrontal-rh,parahippocampal-rh,parsorbitalis-rh,posteriorcingulate-rh,temporalpole-rh,transversetemporal-lh
frontalpole-rh,0.4246575342465753,0.0273972602739726,0.1095890410958904,0.0684931506849315,0.0136986301369863,0.1095890410958904,0.0,0.2465753424657534
fusiform-rh,0.05454545454545454,0.41818181818181815,0.05454545454545454,0.2,0.21818181818181817,0.05454545454545454,0.0,0.0
medialorbitofrontal-rh,0.2,0.05714285714285714,0.3142857142857143,0.11428571428571428,0.0,0.3142857142857143,0.0,0.0
parahippocampal-rh,0.0847457627118644,0.2033898305084746,0.0847457627118644,0.4576271186440678,0.0847457627118644,0.0847457627118644,0.0,0.0
parsorbitalis-rh,0.022727272727272728,0.25,0.022727272727272728,0.09090909090909091,0.5909090909090909,0.022727272727272728,0.0,0.0
posteriorcingulate-rh,0.20588235294117646,0.058823529411764705,0.29411764705882354,0.11764705882352941,0.0,0.3235294117647059,0.0,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
transversetemporal-lh,0.4230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.5769230769230769
