,caudalanteriorcingulate-rh,caudalmiddlefrontal-lh,frontalpole-rh,lateralorbitofrontal-lh,parsopercularis-lh,parsorbitalis-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
caudalanteriorcingulate-rh,0.75,0.0,0.0,0.0,0.15,0.0,0.0,0.1
caudalmiddlefrontal-lh,0.0,0.6818181818181818,0.09090909090909091,0.0,0.0,0.0,0.0,0.22727272727272727
frontalpole-rh,0.0,0.25,0.75,0.0,0.0,0.0,0.0,0.0
lateralorbitofrontal-lh,0.0,0.0,0.0,0.5151515151515151,0.0,0.0,0.21212121212121213,0.2727272727272727
parsopercularis-lh,0.20689655172413793,0.0,0.0,0.0,0.7586206896551724,0.0,0.0,0.034482758620689655
parsorbitalis-lh,0.0,0.0,0.0,0.04878048780487805,0.0,0.7073170731707317,0.24390243902439024,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.0,0.2,0.0,0.17777777777777778,0.6222222222222222,0.0
rostralanteriorcingulate-rh,0.1111111111111111,0.18518518518518517,0.0,0.12962962962962962,0.05555555555555555,0.0,0.0,0.5185185185185185
