,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,parsopercularis-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-rh,transversetemporal-rh
frontalpole-lh,0.14285714285714285,0.14285714285714285,0.12857142857142856,0.11428571428571428,0.12857142857142856,0.11428571428571428,0.15714285714285714,0.07142857142857142
frontalpole-rh,0.14473684210526316,0.14473684210526316,0.13157894736842105,0.10526315789473684,0.13157894736842105,0.11842105263157894,0.14473684210526316,0.07894736842105263
medialorbitofrontal-lh,0.14864864864864866,0.14864864864864866,0.13513513513513514,0.0945945945945946,0.13513513513513514,0.12162162162162163,0.13513513513513514,0.08108108108108109
parsopercularis-rh,0.14634146341463414,0.14634146341463414,0.12195121951219512,0.17073170731707318,0.12195121951219512,0.0975609756097561,0.17073170731707318,0.024390243902439025
rostralanteriorcingulate-lh,0.13924050632911392,0.1518987341772152,0.13924050632911392,0.08860759493670886,0.13924050632911392,0.12658227848101267,0.12658227848101267,0.08860759493670886
rostralanteriorcingulate-rh,0.13333333333333333,0.14666666666666667,0.14666666666666667,0.08,0.14666666666666667,0.13333333333333333,0.12,0.09333333333333334
rostralmiddlefrontal-rh,0.14285714285714285,0.14285714285714285,0.12698412698412698,0.12698412698412698,0.12698412698412698,0.1111111111111111,0.15873015873015872,0.06349206349206349
transversetemporal-rh,0.14,0.14,0.14,0.06,0.14,0.14,0.12,0.12
