,bankssts-lh,entorhinal-lh,entorhinal-rh,frontalpole-lh,inferiortemporal-rh,parahippocampal-rh,pericalcarine-rh,temporalpole-lh
bankssts-lh,0.9047619047619048,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0
entorhinal-lh,0.03125,0.671875,0.0,0.0,0.0,0.0,0.0,0.296875
entorhinal-rh,0.0,0.0,0.8857142857142857,0.0,0.05714285714285714,0.05714285714285714,0.0,0.0
frontalpole-lh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
inferiortemporal-rh,0.0,0.0,0.015151515151515152,0.0,0.696969696969697,0.2878787878787879,0.0,0.0
parahippocampal-rh,0.0,0.0,0.014492753623188406,0.0,0.2028985507246377,0.782608695652174,0.0,0.0
pericalcarine-rh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
temporalpole-lh,0.0,0.3548387096774194,0.0,0.0,0.0,0.0,0.0,0.6451612903225806
