,Fp1,F7,FT9,Fp2,AFz,AF8,AF4,F2
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.5789473684210527,0.0,0.0,0.0,0.02631578947368421,0.39473684210526316
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF4,0.0,0.0,0.4,0.0,0.0,0.0,0.2,0.4
F2,0.0,0.0,0.5,0.0,0.0,0.0,0.03125,0.46875
