,F7,FT9,Pz,C4,F8,AF7,P1,AF8
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.38571428571428573,0.21428571428571427,0.0,0.4,0.0,0.0,0.0
Pz,0.0,0.3404255319148936,0.3191489361702128,0.0,0.3404255319148936,0.0,0.0,0.0
C4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.36,0.2,0.0,0.44,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
