,F7,FT9,Pz,C4,F8,AF7,P1,AF8
F7,0.4827586206896552,0.0,0.0,0.0,0.0,0.5172413793103449,0.0,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.34146341463414637,0.0,0.0,0.0,0.0,0.6585365853658537,0.0,0.0
P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
