,F7,FT9,Pz,C4,F8,AF7,P1,AF8
F7,0.7674418604651163,0.0,0.0,0.0,0.0,0.0,0.23255813953488372,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P1,0.5238095238095238,0.0,0.0,0.0,0.0,0.0,0.47619047619047616,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
