,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P8,TP10,CP6,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P2,CPz,CP4,TP8,C6,C2,FT8,F6,AF8,AF4,F2,FCz
Fz,0.011135715781911804,-0.012601821166088172,-0.008244877187290903,-0.0030741543237579457,0.001113390785155561,-0.007424455209618593,-0.009414776307299724,-0.013228500281406463,-0.009677010298728115,0.0037383374827437248,-0.01365075713180174,0.023767220641754735,-0.005657434533370231,-0.006254556089609772,-0.013954657611206005,0.008605033732196406,-0.009035489336532445,-0.017986216170785007,0.020499449590318776,0.0033551403370200815,-0.005118250838312081,0.00046392333837115204,0.0022416234171885076,-0.006130860017334268,-0.007479660152819725,-0.00025285798051151963,0.007416256455677828,0.00575287643821911,0.0,0.0,0.007253626813406703,0.0030794940250424424,0.004108122307918117,-0.00496096089732545,-0.00637825216188528,0.008626518672010405,0.016997698714881056,0.005252626313156579,0.018509254627313655,0.0022726105025953885,0.01119235025144107,0.007127197823150942,0.007977051225225993,-0.0021852412170112624,-0.008137200218868889,-0.009035489336532445,-0.011052635075312072,0.008579512482750032,-0.0007074053079657999,-0.009686386309644988,0.00481552761588392,0.0,0.004611105350960907,0.001258571797245065,-0.01256419098774467,0.003399539742976212,-0.004462014163915038,0.005997535664789867,0.009208798381372566
F3,-0.017980310138976816,0.025952297840702243,-0.015957681787075767,-0.01714431934493347,0.008328945318431834,0.022612673375892147,0.013847293137144698,-0.010491299897645854,0.0025394280395138295,0.0019970891191035435,0.0035201740217684994,-0.001119387531726827,0.013033784756529266,-0.010948047875707752,-0.023122471961077813,-0.00895598771750256,-0.003102277231823266,-0.012884000607419592,-0.007164790174002047,0.006196271469225718,0.0031256471089391256,-0.014073694984646877,-0.028915046059365405,0.003078710140554528,-0.04529170931422723,0.010752214221901417,-0.015036100050684039,0.021841960466450913,0.016832326555082898,0.005271632913464401,0.027360308285163778,0.010173193469056114,-0.024299939060826763,-0.017240165423231434,0.03819002766914565,-0.0168792635234675,-0.00031810642858973864,0.004380619370768524,0.017106552834657625,0.02697495183044316,0.01554678609955765,0.04315992292870906,0.0033601347367092447,0.005394990366088632,-0.0023957575291433213,-0.0009196095948629662,-0.0011877222356985254,-0.009723643807574206,0.003526287660507667,0.02276048538347306,0.0028514208293643987,0.029052602930996735,-0.013651656697491238,-0.015439797421622164,-0.02686796315250768,0.021209889106481836,-0.02044331769425101,-0.02354145342886387,-0.02488310131088247
F7,-0.0050332601321773016,-0.010010519877542177,0.0005390788455397269,-0.0019215508337364906,-0.002365838780622992,0.0006036022180523938,-0.028258887876025523,-0.011267769537373976,-0.019721369392483215,-0.004913992966897762,-0.012495844361539589,0.024095245457890577,-7.326489630777103e-05,-0.012627896005369482,-0.01374478957376603,-0.011142110132819258,0.007143955687030501,0.01097470995214289,0.004009026716008925,-0.0054694621695533276,0.0059097071616845895,-0.0016638397853518828,0.004522536604447961,-0.013755224767796444,0.010228839434325072,0.002898306848792673,0.02236644522383628,0.0,0.0,2.130746425058408e-06,0.0,0.0,0.010880574667774291,0.003129192346031033,-0.004568320335324853,0.004572800366269846,0.017944654681126968,0.007793560174054666,0.012288615613071747,0.005394066526820497,-0.007328183301012459,0.0032209783458796958,-0.00482603138370946,-0.0023701002734731083,-0.015781783156121703,0.007443626049631639,0.005345933511423668,0.000878140699742588,-0.005968056833016957,-0.007221263538093513,-0.012148040983541622,0.004195385076415942,0.00967550097809456,0.0030284462842923854,0.00019936137705224566,0.0,0.010218404240294653,0.01092870768317112,0.004245867376332705
FT9,-0.009810608266030092,-0.030371713508612876,-0.009582394137756075,-0.018344984903557432,-0.02085222121486854,0.012041284403669725,-0.01042611060743427,0.021993291856238613,-0.01042611060743427,-0.0058930190389845875,-0.0005312866494215102,0.010894495412844037,0.0025249112096284512,-0.00389055702961897,-0.010170864281733721,-0.016319129646418858,-0.002011299458524291,0.017484113385512402,-0.028435272442962064,-0.007439052791802174,0.002909080323055554,0.004923498881282906,-0.02068690893060627,-0.01042611060743427,0.006325534197809145,-0.01042611060743427,0.006709703311236246,0.0,0.0,-0.002035212556247761,0.0,0.0,0.010351252214560791,-0.012875643574238732,0.0,0.014175788300464955,0.014470023372453776,-0.00031190997030616785,-0.0076371156229465935,0.00974770642201835,0.0,0.010321100917431193,-0.0006092641419980539,0.0,0.014908256880733946,-0.002011299458524291,-0.002011299458524291,-0.006799637352674524,-0.004611069061026225,-0.0017321400351002682,-0.01314596554850408,0.017775229357798166,0.03268348623853211,0.01144397681053341,0.022059312799953424,0.0,0.014434153725868565,0.01840268824806408,0.0032454232410357026
FC5,-0.0054078396721033185,0.0001152443190645322,-0.008274431296988379,-0.014823965410747375,0.014459837687241552,-0.004323656578134651,0.007023587187757148,0.004710611541762879,0.003557281856355489,-0.0011751596189224951,-0.0006176652254478073,-0.006671316331693539,0.0029575681498388885,0.008666483605498309,-0.011225683171647769,0.01309009246805239,-0.010568236493753647,-0.013897467572575664,0.003343304183169322,-0.00577174577191864,0.03412395368685415,-0.025941939468807906,-0.016163126560646328,0.021770649177898,-0.042001235330450894,-0.0041135573195323835,-0.007905427852291355,0.01901686401148188,0.0068173663437387875,0.0,0.01901686401148188,-0.013906443332041269,-0.0063753378930191396,-0.010227379257751235,0.01886305717026883,0.0005778837730014905,0.01716896568002016,-0.0033971587399629403,0.02798708288482239,0.02625708835671131,0.02360447440501242,0.03229278794402583,-0.008074526728149511,0.0,-0.016985793699814702,-0.010209427738820028,-0.011235877861411172,-0.0012302331060139136,-0.008792144238016752,-0.004777320272606004,0.03351914263545584,0.0068173663437387875,-0.00926497838171711,-0.008792144238016752,-0.017603458925262508,0.008039842620584896,-0.013256753483314948,-0.02177208973188631,-0.00901387874037073
FC1,-0.025109625348595524,0.027976893630701827,-0.006752753250442986,0.01028403525954946,-0.006679389312977099,-0.01019665273530665,0.013613449619068269,0.00037850184297687564,0.008991521558717318,0.008075173269732562,-0.008888251302793996,-0.023978792681923874,0.01837182525738125,-0.02385496183206107,0.0045107139385873775,-0.03101145038167939,0.024662432430411736,0.024662432430411736,-0.01383587786259542,-0.015267175572519083,0.012909249276640923,-0.00886301784659554,0.025465230166503428,-0.0018555936030384829,0.01909892262487757,0.02497551420176298,-0.001040179138847559,-0.018680234166473523,-0.017248936456549856,-0.01255364445873302,0.01085178802401477,-0.027318487338412422,0.0037686634118623413,-0.000575696630305567,0.016564362135610203,0.0,-0.0028625954198473282,-0.017387720465641382,0.005288278218480609,-0.017248936456549856,-0.014613442142488655,0.01795780966123618,-0.007204619030885751,0.0,-0.005384539181015469,0.024662432430411736,0.024172716465671283,-0.030057251908396948,0.004397163385694312,-0.01523960568519114,-0.017425570649939062,0.013838214293724907,0.018008276573633093,-0.0036527764278397913,0.025465230166503428,-0.016771837219908634,0.021673669729572114,-0.009064885496183206,0.0
C3,-0.0068999669019548585,0.01511537041122503,-0.028427491903562432,-0.0041381792011514935,0.016227393152017922,0.013389931336852786,0.01651987273818962,0.004745072899396836,-0.017335375322249935,0.009828283832303393,-0.002219774021278568,-0.006357953222430062,0.004454613598505589,-0.0016301970540084608,-0.008326288309948242,0.02034611989204057,-0.00783634026822231,-0.0163727959697733,0.013225191502841734,0.0010989774701248862,0.01976081438507769,-0.008816120906801008,-0.004745188344270002,0.004627896353131093,-0.023810274201199404,0.012923822661436091,-0.010751958262522336,0.02053256336220725,0.008341353865896696,0.0,0.027781346948439898,0.009015494202762526,-0.01519364203523308,-0.033285354444044624,0.013053813588623508,-0.013073612384371863,-0.009297410583039324,0.0,0.017965992941931345,0.019002110678616135,0.0076324646222072304,0.019370610713769096,0.012717926730140565,0.0,-0.006967098095702184,-0.007656419433389636,-0.009518487515156469,0.008265448861788588,-0.015174074129231068,-0.003047860096514223,0.022123624604211682,0.011549566891241578,-0.0016540364203176967,-0.029507016912558474,-0.021410579345088162,0.006327475775913652,-0.016732637639438646,-0.015664022170957,-0.010092998926478122
T7,-0.026503294675206793,-0.011901306240928883,-0.026567229849973846,0.012066631527491874,0.005611494638255285,0.0016975544040511749,-0.0003071908948256326,0.004094670373899947,-0.016469298278734203,-0.012405437611099952,-0.03172604331381548,0.003107048123049536,0.02428026361429067,-0.009170519138516313,0.005122063324014908,-0.00924180434124871,0.019771071800208116,0.025065105641549203,-0.0031114782768916632,-0.02409288824383164,0.001843044683639189,0.008132856286312787,-0.005285979016173583,-0.012299617345461885,0.013835471134275447,-0.01509433962264151,0.0003791808947601824,0.008324661810613945,0.0,0.006263331364935433,0.01040582726326743,-0.0031437982628762674,0.017326130305927293,-0.022085223070831612,0.0,0.000851697076148808,0.02046479361775928,0.013193199512481706,0.009449014718682714,-0.001020747719351768,-0.006580087364647474,-0.0024155413824194366,-0.004144710975253058,-0.0037735849056603774,-0.01220628205883345,0.020117932708983696,0.008996333544269066,-0.013268914869056233,-0.015965166908563134,-0.012171746995927784,0.011707285639706664,0.008671522719389525,0.011055448913026516,-0.013588590742891489,0.0008098119852777939,0.009365244536940686,-0.0034238041227615777,0.027704772534254407,0.008251161530960484
TP9,-0.006196040012113976,0.0063558303289754335,-0.02108711967725308,-0.004424778761061947,0.00804688007473097,0.00807232842259892,-0.018900178644590065,-0.008462981652162983,0.015117232524507036,-0.0011815203939685437,-0.005838568053803152,0.01576581389862222,0.005615859860306848,-0.007879145936573718,-0.00409683251022222,0.0014917512203256114,0.002177169429476161,-0.004981338346892195,-0.0018687663850101635,-0.007441673370876911,0.0024642014856773604,0.0015601524426336593,-0.010316071292492063,-0.01614100128141571,-0.026406175878171866,0.002286484846422736,-0.012610499960210596,0.030758476057322615,0.02097168822090178,0.004194337644180357,0.02048739631907223,0.027612722824187346,-0.024193786497640896,-0.02681433363430808,0.0078105338163551655,-0.0077425543898681295,0.008199148366117646,0.005242922055225445,0.0,0.020827152852900394,0.00732441413263454,0.011561704651254995,0.016939390471294967,-0.00020112630732099757,-0.01169077417248581,0.0020287675997821292,0.0016265149851401334,0.0017515071467677935,0.002218083624114686,-0.004143651846354967,0.004211842170752508,0.004194337644180357,-0.009607243415275139,-0.01586760729009401,-0.016752113126763987,0.02817701533340288,-0.003272784074564503,-0.012946390032346114,-0.0040266035060231055
CP5,0.009471281129454397,0.003290145979287489,-0.00493485675767134,-0.003003003003003003,0.0052011725865116695,0.009401102697849072,0.010290331340899746,-0.006278932190339483,-0.0028908080652494603,0.015232522876584026,-0.011878989926814309,0.00882717895653999,-0.0016869083901620164,-0.0012318804949146,-0.004332861643720133,0.006125173510512595,0.0029190605435215388,-0.005544005544005544,-0.0010918858429638523,-0.015189963053545964,0.01640826062621437,-0.0076369527565137135,0.0019041445932861042,0.004011218044930313,-0.011668907396073213,0.015848191465596406,-0.006908908124117848,0.01097608780870247,0.0,0.0,0.009604122109022149,-0.00873599227186056,-0.00220487049181679,-0.006208844311549132,0.007469248943180733,-0.011192780694936719,-0.006075912779166404,0.0,0.007056056448451587,0.006265077609648366,0.0008120776446923061,-0.004920911624165251,0.004011127492115341,-0.0018269935949277384,-0.03327100583078631,0.0029190605435215388,0.0015120509044460433,-0.0021279005990883695,-0.001028861083741523,-0.004136905352115075,0.013510208335766941,0.011760094080752646,-0.0032058413085461306,-0.0023938542166687983,-0.0005808963080621253,-0.0017779139692115,0.007315128052093948,-0.014832913304101072,-0.00333886339374383
