,caudalanteriorcingulate-rh,entorhinal-lh,entorhinal-rh,fusiform-lh,parahippocampal-lh,parsorbitalis-rh,temporalpole-rh,transversetemporal-lh
caudalanteriorcingulate-rh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
entorhinal-lh,0.0,0.38345864661654133,0.09022556390977443,0.0,0.18796992481203006,0.0,0.12030075187969924,0.21804511278195488
entorhinal-rh,0.0,0.08333333333333333,0.4583333333333333,0.0,0.09166666666666666,0.0,0.26666666666666666,0.1
fusiform-lh,0.0,0.0,0.0,0.864406779661017,0.13559322033898305,0.0,0.0,0.0
parahippocampal-lh,0.0,0.25663716814159293,0.13274336283185842,0.017699115044247787,0.3805309734513274,0.0,0.13274336283185842,0.07964601769911504
parsorbitalis-rh,0.0,0.0,0.0,0.047619047619047616,0.0,0.9523809523809523,0.0,0.0
temporalpole-rh,0.0,0.096,0.2,0.0,0.072,0.0,0.48,0.152
transversetemporal-lh,0.0,0.2222222222222222,0.0707070707070707,0.0,0.04040404040404041,0.0,0.15151515151515152,0.5151515151515151
