,cuneus-lh,frontalpole-lh,frontalpole-rh,lingual-lh,parahippocampal-lh,pericalcarine-lh,temporalpole-lh,transversetemporal-lh
cuneus-lh,0.6911764705882353,0.0,0.0,0.0,0.0,0.19117647058823528,0.11764705882352941,0.0
frontalpole-lh,0.0,0.9716981132075472,0.018867924528301886,0.0,0.0,0.009433962264150943,0.0,0.0
frontalpole-rh,0.0,0.021052631578947368,0.8526315789473684,0.07368421052631578,0.031578947368421054,0.021052631578947368,0.0,0.0
lingual-lh,0.0,0.0,0.07526881720430108,0.7096774193548387,0.0967741935483871,0.11827956989247312,0.0,0.0
parahippocampal-lh,0.0,0.0,0.05737704918032787,0.12295081967213115,0.4426229508196721,0.32786885245901637,0.0,0.04918032786885246
pericalcarine-lh,0.033783783783783786,0.013513513513513514,0.05405405405405406,0.10135135135135136,0.24324324324324326,0.5067567567567568,0.0,0.0472972972972973
temporalpole-lh,0.10204081632653061,0.0,0.0,0.0,0.0,0.0,0.8367346938775511,0.061224489795918366
transversetemporal-lh,0.0,0.0,0.0,0.016666666666666666,0.06666666666666667,0.058333333333333334,0.08333333333333333,0.775
