,frontalpole-lh,frontalpole-rh,inferiortemporal-rh,lingual-rh,medialorbitofrontal-lh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.6022727272727273,0.125,0.0,0.0,0.03409090909090909,0.0,0.1590909090909091,0.07954545454545454
frontalpole-rh,0.12371134020618557,0.5567010309278351,0.0,0.0,0.0,0.0,0.2268041237113402,0.09278350515463918
inferiortemporal-rh,0.0,0.0,0.967741935483871,0.0,0.0,0.03225806451612903,0.0,0.0
lingual-rh,0.0,0.0,0.0,0.9107142857142857,0.0,0.08928571428571429,0.0,0.0
medialorbitofrontal-lh,0.05714285714285714,0.02857142857142857,0.0,0.0,0.9142857142857143,0.0,0.0,0.0
parahippocampal-rh,0.0,0.0,0.0,0.1320754716981132,0.0,0.8679245283018868,0.0,0.0
rostralanteriorcingulate-lh,0.1978021978021978,0.2087912087912088,0.0,0.0,0.0,0.0,0.4835164835164835,0.10989010989010989
rostralanteriorcingulate-rh,0.08045977011494253,0.08045977011494253,0.0,0.0,0.0,0.0,0.1724137931034483,0.6666666666666666
