,Fp1,FT9,FC2,F8,AF7,AFz,AF8,AF4
Fp1,0.5142857142857142,0.0,0.0,0.0,0.0,0.4857142857142857,0.0,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.5072463768115942,0.0,0.0,0.0,0.0,0.4927536231884058,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
