,frontalpole-lh,frontalpole-rh,insula-lh,insula-rh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-lh
frontalpole-lh,0.16698656429942418,0.1036468330134357,0.1036468330134357,0.1036468330134357,0.09404990403071017,0.15930902111324377,0.16506717850287908,0.1036468330134357
frontalpole-rh,0.14168937329700274,0.2098092643051771,0.051771117166212535,0.051771117166212535,0.2016348773841962,0.1307901907356948,0.15803814713896458,0.05449591280653951
insula-lh,0.088,0.032,0.2624,0.1568,0.024,0.0912,0.0832,0.2624
insula-rh,0.11224489795918367,0.04081632653061224,0.19795918367346937,0.19795918367346937,0.030612244897959183,0.11632653061224489,0.10612244897959183,0.19795918367346937
medialorbitofrontal-rh,0.13352272727272727,0.20454545454545456,0.03977272727272727,0.03977272727272727,0.23579545454545456,0.12215909090909091,0.15056818181818182,0.07386363636363637
rostralanteriorcingulate-lh,0.1650485436893204,0.0970873786407767,0.1087378640776699,0.1087378640776699,0.08737864077669903,0.1650485436893204,0.15922330097087378,0.1087378640776699
rostralanteriorcingulate-rh,0.16091954022988506,0.11494252873563218,0.09770114942528736,0.09770114942528736,0.1053639846743295,0.1532567049808429,0.1724137931034483,0.09770114942528736
rostralmiddlefrontal-lh,0.08295625942684766,0.030165912518853696,0.248868778280543,0.1478129713423831,0.03770739064856712,0.08597285067873303,0.0784313725490196,0.28808446455505277
