,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,lateraloccipital-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.16900420757363255,0.14516129032258066,0.0546984572230014,0.03997194950911641,0.16830294530154277,0.15427769985974754,0.12201963534361851,0.14656381486676018
frontalpole-rh,0.15817490494296577,0.1574144486692015,0.05931558935361217,0.04334600760456274,0.15817490494296577,0.15817490494296577,0.132319391634981,0.13307984790874525
isthmuscingulate-rh,0.1446886446886447,0.1446886446886447,0.14285714285714285,0.1043956043956044,0.1446886446886447,0.1446886446886447,0.08974358974358974,0.08424908424908426
lateraloccipital-rh,0.145,0.145,0.145,0.1425,0.145,0.145,0.07,0.0625
medialorbitofrontal-lh,0.16912280701754387,0.14526315789473684,0.05473684210526316,0.04,0.16842105263157894,0.1543859649122807,0.12210526315789473,0.14596491228070174
medialorbitofrontal-rh,0.1617862371888726,0.15153733528550511,0.05710102489019034,0.04172767203513909,0.1617862371888726,0.16105417276720352,0.1273792093704246,0.1376281112737921
rostralanteriorcingulate-lh,0.1561938958707361,0.1561938958707361,0.0421903052064632,0.02333931777378815,0.1561938958707361,0.1561938958707361,0.15529622980251345,0.15439856373429084
rostralanteriorcingulate-rh,0.16911764705882354,0.14133986928104575,0.03594771241830065,0.018790849673202614,0.16830065359477125,0.15196078431372548,0.1388888888888889,0.17565359477124182
