,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,lateraloccipital-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.1650049850448654,0.14805583250249252,0.08374875373878365,0.04885343968095713,0.1485543369890329,0.14955134596211367,0.12462612163509472,0.13160518444666003
frontalpole-rh,0.1510574018126888,0.16163141993957703,0.09667673716012085,0.06143001007049345,0.1339375629405841,0.14904330312185296,0.13041289023162134,0.11581067472306143
isthmuscingulate-rh,0.11593220338983051,0.13220338983050847,0.21694915254237288,0.1694915254237288,0.0928813559322034,0.11322033898305085,0.09084745762711864,0.06847457627118644
lateraloccipital-rh,0.08785529715762273,0.10852713178294573,0.21877691645133507,0.35745047372954347,0.059431524547803614,0.08440999138673558,0.05598621877691645,0.02756244616709733
medialorbitofrontal-lh,0.16436081903707803,0.14554510237963475,0.07415605976757056,0.03707802988378528,0.16380741560597675,0.1527393469839513,0.12174875484228002,0.1405644714997233
medialorbitofrontal-rh,0.15685252735799896,0.15268368942157373,0.08546117769671704,0.04898384575299635,0.1453882230328296,0.15945805106826472,0.12454403335070349,0.1266284523189161
rostralanteriorcingulate-lh,0.15249088699878494,0.15674362089914945,0.0795868772782503,0.037059538274605106,0.13426488456865127,0.14580801944106925,0.15613608748481167,0.137910085054678
rostralanteriorcingulate-rh,0.16261682242990655,0.14143302180685358,0.06105919003115265,0.017445482866043614,0.1576323987538941,0.14953271028037382,0.1395638629283489,0.1707165109034268
