,CP1,FC2,AF7,AF3,AFz,P1,AF8,AF4
CP1,0.49523809523809526,0.0,0.0,0.2,0.0,0.0,0.3047619047619048,0.0
FC2,0.0,0.34615384615384615,0.0,0.0,0.2980769230769231,0.3557692307692308,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.2714285714285714,0.02857142857142857,0.0,0.34285714285714286,0.07142857142857142,0.04285714285714286,0.24285714285714285,0.0
AFz,0.0,0.3142857142857143,0.0,0.014285714285714285,0.3333333333333333,0.3380952380952381,0.0,0.0
P1,0.0,0.2901960784313726,0.0,0.00392156862745098,0.26666666666666666,0.4392156862745098,0.0,0.0
AF8,0.3902439024390244,0.0,0.0,0.23170731707317074,0.0,0.0,0.3780487804878049,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
