,CP1,FC2,AF7,AF3,AFz,P1,AF8,AF4
CP1,0.2033898305084746,0.211864406779661,0.0,0.211864406779661,0.1694915254237288,0.0,0.2033898305084746,0.0
FC2,0.16129032258064516,0.23225806451612904,0.0,0.23225806451612904,0.17419354838709677,0.0,0.2,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.16025641025641027,0.21794871794871795,0.0,0.23076923076923078,0.1794871794871795,0.0,0.21153846153846154,0.0
AFz,0.144,0.2,0.0,0.216,0.216,0.0,0.224,0.0
P1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
AF8,0.15384615384615385,0.20279720279720279,0.0,0.21678321678321677,0.1958041958041958,0.0,0.23076923076923078,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
