,parsopercularis-lh,precentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh,supramarginal-rh
parsopercularis-lh,0.19607843137254902,0.11764705882352941,0.17647058823529413,0.1568627450980392,0.09803921568627451,0.13725490196078433,0.0,0.11764705882352941
precentral-rh,0.12727272727272726,0.21818181818181817,0.12727272727272726,0.12727272727272726,0.16363636363636364,0.12727272727272726,0.0,0.10909090909090909
rostralmiddlefrontal-lh,0.16666666666666666,0.12121212121212122,0.19696969696969696,0.15151515151515152,0.10606060606060606,0.13636363636363635,0.0,0.12121212121212122
rostralmiddlefrontal-rh,0.1694915254237288,0.13559322033898305,0.1694915254237288,0.15254237288135594,0.11864406779661017,0.13559322033898305,0.0,0.11864406779661017
superiortemporal-lh,0.11290322580645161,0.16129032258064516,0.11290322580645161,0.11290322580645161,0.24193548387096775,0.11290322580645161,0.0,0.14516129032258066
superiortemporal-rh,0.14285714285714285,0.14285714285714285,0.15873015873015872,0.15873015873015872,0.12698412698412698,0.14285714285714285,0.0,0.12698412698412698
supramarginal-lh,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.9166666666666666,0.041666666666666664
supramarginal-rh,0.12903225806451613,0.11290322580645161,0.14516129032258066,0.14516129032258066,0.1774193548387097,0.12903225806451613,0.0,0.16129032258064516
