,parsopercularis-lh,parstriangularis-rh,precentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
parsopercularis-lh,0.16,0.14,0.15,0.15,0.13,0.14,0.13,0.0
parstriangularis-rh,0.14516129032258066,0.1693548387096774,0.14516129032258066,0.14516129032258066,0.12903225806451613,0.13709677419354838,0.12903225806451613,0.0
precentral-rh,0.13636363636363635,0.14393939393939395,0.15151515151515152,0.15151515151515152,0.13636363636363635,0.14393939393939395,0.13636363636363635,0.0
rostralmiddlefrontal-lh,0.15,0.14166666666666666,0.15,0.15,0.13333333333333333,0.14166666666666666,0.13333333333333333,0.0
rostralmiddlefrontal-rh,0.1297709923664122,0.1450381679389313,0.15267175572519084,0.15267175572519084,0.13740458015267176,0.1450381679389313,0.13740458015267176,0.0
superiortemporal-lh,0.1323529411764706,0.13970588235294118,0.14705882352941177,0.14705882352941177,0.1323529411764706,0.15441176470588236,0.14705882352941177,0.0
superiortemporal-rh,0.1259259259259259,0.14074074074074075,0.14814814814814814,0.14814814814814814,0.13333333333333333,0.15555555555555556,0.14814814814814814,0.0
supramarginal-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
