,frontalpole-lh,fusiform-lh,fusiform-rh,isthmuscingulate-rh,parahippocampal-lh,parahippocampal-rh,rostralanteriorcingulate-lh,transversetemporal-rh
frontalpole-lh,0.6849925705794948,0.008915304606240713,0.0,0.0,0.020802377414561663,0.0,0.2852897473997028,0.0
fusiform-lh,0.00641025641025641,0.29967948717948717,0.0,0.25240384615384615,0.25240384615384615,0.0,0.16105769230769232,0.028044871794871796
fusiform-rh,0.0,0.0,0.3629032258064516,0.0,0.0,0.26881720430107525,0.0,0.3682795698924731
isthmuscingulate-rh,0.0,0.2393617021276596,0.0,0.35714285714285715,0.24012158054711247,0.0,0.11398176291793313,0.04939209726443769
parahippocampal-lh,0.012789768185451638,0.24700239808153476,0.0,0.2478017585931255,0.34772182254196643,0.0,0.12390087929656275,0.020783373301358914
parahippocampal-rh,0.0,0.0,0.2874251497005988,0.0,0.0,0.3532934131736527,0.0,0.3592814371257485
rostralanteriorcingulate-lh,0.17229129662522202,0.17761989342806395,0.0,0.13232682060390763,0.13943161634103018,0.0,0.3756660746003552,0.0026642984014209592
transversetemporal-rh,0.0,0.05118601747815231,0.17103620474406991,0.08863920099875156,0.03745318352059925,0.149812734082397,0.006242197253433208,0.49563046192259674
