,parsopercularis-lh,parstriangularis-rh,postcentral-lh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-lh,superiortemporal-lh,supramarginal-lh
parsopercularis-lh,0.18,0.18,0.036,0.18,0.18,0.04,0.024,0.18
parstriangularis-rh,0.18,0.18,0.036,0.18,0.18,0.04,0.024,0.18
postcentral-lh,0.14492753623188406,0.14492753623188406,0.13043478260869565,0.14492753623188406,0.14492753623188406,0.14492753623188406,0.0,0.14492753623188406
rostralmiddlefrontal-lh,0.18,0.18,0.036,0.18,0.18,0.04,0.024,0.18
rostralmiddlefrontal-rh,0.18,0.18,0.036,0.18,0.18,0.04,0.024,0.18
superiorparietal-lh,0.14864864864864866,0.14864864864864866,0.12162162162162163,0.14864864864864866,0.14864864864864866,0.13513513513513514,0.0,0.14864864864864866
superiortemporal-lh,0.17142857142857143,0.17142857142857143,0.0,0.17142857142857143,0.17142857142857143,0.0,0.14285714285714285,0.17142857142857143
supramarginal-lh,0.18,0.18,0.036,0.18,0.18,0.04,0.024,0.18
