,parsopercularis-lh,parstriangularis-rh,postcentral-lh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-lh,superiortemporal-lh,supramarginal-lh
parsopercularis-lh,0.1804733727810651,0.1834319526627219,0.04437869822485207,0.17751479289940827,0.15384615384615385,0.05917159763313609,0.01775147928994083,0.1834319526627219
parstriangularis-rh,0.17134831460674158,0.21067415730337077,0.042134831460674156,0.16853932584269662,0.14606741573033707,0.0702247191011236,0.016853932584269662,0.17415730337078653
postcentral-lh,0.14035087719298245,0.14035087719298245,0.15789473684210525,0.14035087719298245,0.14035087719298245,0.14035087719298245,0.0,0.14035087719298245
rostralmiddlefrontal-lh,0.18154761904761904,0.18154761904761904,0.044642857142857144,0.17857142857142858,0.15476190476190477,0.05952380952380952,0.017857142857142856,0.18154761904761904
rostralmiddlefrontal-rh,0.17491749174917492,0.17491749174917492,0.04950495049504951,0.17491749174917492,0.1716171617161716,0.0594059405940594,0.019801980198019802,0.17491749174917492
superiorparietal-lh,0.14482758620689656,0.1724137931034483,0.09655172413793103,0.14482758620689656,0.11724137931034483,0.1793103448275862,0.0,0.14482758620689656
superiortemporal-lh,0.1016949152542373,0.1016949152542373,0.0,0.1016949152542373,0.1016949152542373,0.0,0.4915254237288136,0.1016949152542373
supramarginal-lh,0.17994100294985252,0.18584070796460178,0.04424778761061947,0.17699115044247787,0.15339233038348082,0.058997050147492625,0.017699115044247787,0.18289085545722714
