,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-rh,supramarginal-rh
caudalmiddlefrontal-rh,0.2033898305084746,0.11864406779661017,0.03389830508474576,0.11864406779661017,0.1271186440677966,0.15254237288135594,0.15254237288135594,0.09322033898305085
parsopercularis-lh,0.14563106796116504,0.13592233009708737,0.038834951456310676,0.13592233009708737,0.14563106796116504,0.14563106796116504,0.14563106796116504,0.10679611650485436
parstriangularis-rh,0.1282051282051282,0.1282051282051282,0.10256410256410256,0.1282051282051282,0.1282051282051282,0.1282051282051282,0.1282051282051282,0.1282051282051282
postcentral-rh,0.14563106796116504,0.13592233009708737,0.038834951456310676,0.13592233009708737,0.14563106796116504,0.14563106796116504,0.14563106796116504,0.10679611650485436
rostralmiddlefrontal-lh,0.1509433962264151,0.1320754716981132,0.03773584905660377,0.1320754716981132,0.14150943396226415,0.1509433962264151,0.1509433962264151,0.10377358490566038
rostralmiddlefrontal-rh,0.168141592920354,0.12389380530973451,0.035398230088495575,0.12389380530973451,0.13274336283185842,0.1592920353982301,0.1592920353982301,0.09734513274336283
superiorfrontal-rh,0.168141592920354,0.12389380530973451,0.035398230088495575,0.12389380530973451,0.13274336283185842,0.1592920353982301,0.1592920353982301,0.09734513274336283
supramarginal-rh,0.13793103448275862,0.13793103448275862,0.04597701149425287,0.13793103448275862,0.13793103448275862,0.13793103448275862,0.13793103448275862,0.12643678160919541
