,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-rh,precentral-rh,rostralmiddlefrontal-rh,superiortemporal-rh,supramarginal-rh
inferiorparietal-rh,0.19607843137254902,0.0196078431372549,0.10784313725490197,0.16666666666666666,0.20588235294117646,0.0784313725490196,0.09803921568627451,0.12745098039215685
parsopercularis-lh,0.0,0.5581395348837209,0.0,0.0,0.27906976744186046,0.0,0.16279069767441862,0.0
parstriangularis-rh,0.07586206896551724,0.0,0.2620689655172414,0.22758620689655173,0.21379310344827587,0.0,0.0,0.2206896551724138
postcentral-rh,0.10614525139664804,0.0,0.18435754189944134,0.2122905027932961,0.21787709497206703,0.0446927374301676,0.0446927374301676,0.18994413407821228
precentral-rh,0.08677685950413223,0.10743801652892562,0.128099173553719,0.15289256198347106,0.2603305785123967,0.03305785123966942,0.09504132231404959,0.13636363636363635
rostralmiddlefrontal-rh,0.2222222222222222,0.022222222222222223,0.0,0.13333333333333333,0.2,0.17777777777777778,0.2,0.044444444444444446
superiortemporal-rh,0.11235955056179775,0.1797752808988764,0.0,0.06741573033707865,0.2696629213483146,0.0898876404494382,0.25842696629213485,0.02247191011235955
supramarginal-rh,0.09210526315789473,0.0,0.21052631578947367,0.2236842105263158,0.21710526315789475,0.019736842105263157,0.019736842105263157,0.21710526315789475
