,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,medialorbitofrontal-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
caudalanteriorcingulate-lh,0.3783783783783784,0.25675675675675674,0.0,0.06756756756756757,0.0,0.0,0.1891891891891892,0.10810810810810811
caudalanteriorcingulate-rh,0.42,0.48,0.0,0.0,0.0,0.0,0.1,0.0
frontalpole-lh,0.0,0.0,0.23529411764705882,0.16911764705882354,0.0,0.2426470588235294,0.19117647058823528,0.16176470588235295
frontalpole-rh,0.0189873417721519,0.0,0.15822784810126583,0.22151898734177214,0.0,0.15822784810126583,0.22784810126582278,0.21518987341772153
isthmuscingulate-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
medialorbitofrontal-lh,0.0,0.0,0.2206896551724138,0.15862068965517243,0.0,0.2896551724137931,0.1793103448275862,0.15172413793103448
rostralanteriorcingulate-lh,0.0625,0.015625,0.14583333333333334,0.1875,0.0,0.14583333333333334,0.24479166666666666,0.19791666666666666
rostralanteriorcingulate-rh,0.03636363636363636,0.0,0.14545454545454545,0.21818181818181817,0.0,0.14545454545454545,0.23030303030303031,0.22424242424242424
