,P7,P8,TP10,FC3,CP3,PO8,P6,TP8
P7,0.49206349206349204,0.0,0.0,0.5079365079365079,0.0,0.0,0.0,0.0
P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC3,0.4146341463414634,0.0,0.0,0.5853658536585366,0.0,0.0,0.0,0.0
CP3,0.0,0.0,0.0,0.030303030303030304,0.9696969696969697,0.0,0.0,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
