,CP5,P7,O1,P8,Fp2,CP3,P5,AF4
CP5,0.3958333333333333,0.0,0.4375,0.0,0.0,0.0,0.16666666666666666,0.0
P7,0.0,0.4444444444444444,0.0,0.0,0.0,0.5555555555555556,0.0,0.0
O1,0.3559322033898305,0.0,0.5084745762711864,0.0,0.0,0.0,0.13559322033898305,0.0
P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP3,0.0,0.09090909090909091,0.0,0.0,0.0,0.9090909090909091,0.0,0.0
P5,0.34782608695652173,0.0,0.34782608695652173,0.0,0.0,0.0,0.30434782608695654,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
