,parsopercularis-lh,parstriangularis-rh,postcentral-lh,rostralmiddlefrontal-lh,superiorparietal-lh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
parsopercularis-lh,0.484375,0.078125,0.0,0.34375,0.0,0.0,0.09375,0.0
parstriangularis-rh,0.15151515151515152,0.6060606060606061,0.0,0.09090909090909091,0.0,0.0,0.15151515151515152,0.0
postcentral-lh,0.10526315789473684,0.0,0.8947368421052632,0.0,0.0,0.0,0.0,0.0
rostralmiddlefrontal-lh,0.26865671641791045,0.04477611940298507,0.0,0.4626865671641791,0.0,0.08955223880597014,0.13432835820895522,0.0
superiorparietal-lh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
superiortemporal-lh,0.0,0.0,0.0,0.16129032258064516,0.0,0.6451612903225806,0.0967741935483871,0.0967741935483871
superiortemporal-rh,0.038461538461538464,0.057692307692307696,0.0,0.11538461538461539,0.0,0.09615384615384616,0.5,0.19230769230769232
supramarginal-rh,0.0,0.0,0.0,0.0,0.0,0.1388888888888889,0.19444444444444445,0.6666666666666666
