,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-lh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-rh,0.3076923076923077,0.14102564102564102,0.1282051282051282,0.10256410256410256,0.2692307692307692,0.05128205128205128,0.0,0.0
parsopercularis-lh,0.1746031746031746,0.30158730158730157,0.09523809523809523,0.1746031746031746,0.1746031746031746,0.07936507936507936,0.0,0.0
parstriangularis-rh,0.16923076923076924,0.07692307692307693,0.3076923076923077,0.15384615384615385,0.15384615384615385,0.0,0.0,0.13846153846153847
rostralmiddlefrontal-lh,0.13846153846153847,0.13846153846153847,0.15384615384615385,0.2923076923076923,0.12307692307692308,0.03076923076923077,0.0,0.12307692307692308
rostralmiddlefrontal-rh,0.2619047619047619,0.13095238095238096,0.11904761904761904,0.09523809523809523,0.2857142857142857,0.05952380952380952,0.047619047619047616,0.0
superiorparietal-lh,0.08,0.12,0.0,0.04,0.12,0.64,0.0,0.0
superiortemporal-lh,0.0,0.0,0.0,0.0,0.125,0.0,0.875,0.0
superiortemporal-rh,0.0,0.0,0.23684210526315788,0.13157894736842105,0.0,0.0,0.02631578947368421,0.6052631578947368
