,parsopercularis-lh,postcentral-lh,precentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-lh,superiortemporal-lh,superiortemporal-rh
parsopercularis-lh,0.3492063492063492,0.0,0.25396825396825395,0.1111111111111111,0.12698412698412698,0.031746031746031744,0.06349206349206349,0.06349206349206349
postcentral-lh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
precentral-rh,0.3333333333333333,0.0,0.5,0.027777777777777776,0.1388888888888889,0.0,0.0,0.0
rostralmiddlefrontal-lh,0.15384615384615385,0.0,0.038461538461538464,0.34615384615384615,0.0,0.0,0.25,0.21153846153846154
rostralmiddlefrontal-rh,0.25,0.0,0.21875,0.0,0.46875,0.0625,0.0,0.0
superiorparietal-lh,0.13793103448275862,0.034482758620689655,0.034482758620689655,0.0,0.10344827586206896,0.6206896551724138,0.034482758620689655,0.034482758620689655
superiortemporal-lh,0.0967741935483871,0.0,0.0,0.22580645161290322,0.0,0.04838709677419355,0.3387096774193548,0.2903225806451613
superiortemporal-rh,0.12,0.0,0.0,0.2,0.0,0.06,0.28,0.34
