,F7,FT9,F8,Fp2,AFz,AF8,AF4,F2
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.46078431372549017,0.06862745098039216,0.47058823529411764,0.0,0.0
AFz,0.0,0.0,0.0,0.35,0.3,0.35,0.0,0.0
AF8,0.0,0.0,0.0,0.4528301886792453,0.0660377358490566,0.4811320754716981,0.0,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
