,Fp1,FT9,O2,TP10,FT10,F4,Fp2,AF8
Fp1,0.5520361990950227,0.17194570135746606,0.27601809954751133,0.0,0.0,0.0,0.0,0.0
FT9,0.2517482517482518,0.3986013986013986,0.34965034965034963,0.0,0.0,0.0,0.0,0.0
O2,0.3225806451612903,0.27956989247311825,0.3978494623655914,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.525,0.475,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.291005291005291,0.708994708994709,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
