,Fp1,Oz,O2,FT10,F8,Fp2,AF7,F2
Fp1,0.35,0.0,0.0,0.0,0.0,0.31,0.34,0.0
Oz,0.0,0.4878048780487805,0.0,0.5121951219512195,0.0,0.0,0.0,0.0
O2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.3684210526315789,0.0,0.631578947368421,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.34065934065934067,0.0,0.0,0.0,0.0,0.32967032967032966,0.32967032967032966,0.0
AF7,0.34408602150537637,0.0,0.0,0.0,0.0,0.3010752688172043,0.3548387096774194,0.0
F2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
