,Fp1,CP1,C4,T8,Fp2,AF7,AF3,AF8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C4,0.0,0.0,0.38848920863309355,0.0,0.0,0.0,0.23741007194244604,0.37410071942446044
T8,0.0,0.0,0.0,0.49019607843137253,0.0,0.5098039215686274,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.13829787234042554,0.0,0.8617021276595744,0.0,0.0
AF3,0.0,0.0,0.33663366336633666,0.0,0.0,0.0,0.32673267326732675,0.33663366336633666
AF8,0.0,0.0,0.38405797101449274,0.0,0.0,0.0,0.2391304347826087,0.37681159420289856
