,Fp1,CP1,C4,T8,Fp2,AF7,AF3,AF8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP1,0.0,0.7804878048780488,0.0,0.0,0.0,0.0,0.0,0.21951219512195122
C4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.625,0.375,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.232,0.768,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.5263157894736842,0.0,0.0,0.0,0.0,0.0,0.47368421052631576
